Annual Income (k$),Spending Score (1-100)
25.727272727272755,79.36363636363636
55.29629629629632,49.51851851851852
86.53846153846155,82.12820512820511
88.20000000000002,17.1142857142857
26.304347826086982,20.913043478260867
